temperature,ph,dissolvedOxygen,ammonia,status_label,growth_index
23.1483,7.7256,11.8326,0.0275,Low,94.5
26.5347,8.6893,7.5277,0.022,Low,115.50000000000001
26.3955,6.4832,14.0054,0.04181,Low,115.50000000000001
28.2872,7.829,8.2035,0.01984,Low,94.5
18.0485,7.4934,14.4717,0.0428,Low,94.5
24.8674,7.7406,5.9489,0.04107,Low,115.50000000000001
21.6932,5.9792,11.6495,0.04366,Low,94.5
23.9861,6.4181,8.6604,0.0447,Low,94.5
18.2581,7.2718,17.371,0.03101,Low,94.5
27.2036,7.662,13.8072,0.01836,Low,115.50000000000001
25.7921,8.2479,12.4449,0.02157,Low,115.50000000000001
19.7631,7.7815,16.0424,0.03138,Low,94.5
26.6447,8.5756,17.0658,0.03622,Low,115.50000000000001
21.5291,7.9137,13.9968,0.0396,Low,94.5
22.6248,8.6847,7.1139,0.0377,Low,94.5
24.5186,7.8341,10.0656,0.04108,Low,115.50000000000001
21.6431,8.1297,10.8476,0.04416,Low,94.5
20.7314,8.0776,18.0137,0.03089,Low,94.5
19.5432,6.8959,14.643,0.01757,Low,94.5
26.439,8.7051,15.1186,0.04294,Low,115.50000000000001
20.6985,7.01,15.3561,0.03911,Low,94.5
19.6772,6.5009,15.092,0.03691,Low,94.5
22.6993,6.2147,8.9589,0.04237,Low,94.5
24.2017,6.1952,13.1559,0.03649,Low,115.50000000000001
26.4482,6.5904,12.0913,0.02968,Low,115.50000000000001
21.4271,8.7414,12.8485,0.02125,Low,94.5
28.8752,7.8812,13.8632,0.03726,Low,94.5
25.2613,5.8278,7.939,0.02764,Low,115.50000000000001
29.1808,8.1789,19.8818,0.02149,Low,94.5
20.2742,7.6049,19.1042,0.02428,Low,94.5
30.1172,8.1006,13.1174,0.0179,Low,94.5
27.3462,6.9359,9.875,0.03106,Low,115.50000000000001
21.0731,5.5296,8.2808,0.02449,Low,94.5
19.2458,7.4763,12.2939,0.04014,Low,94.5
20.1636,6.3393,11.6945,0.03308,Low,94.5
29.3673,5.9311,10.3415,0.01839,Low,94.5
22.9776,6.5054,11.3163,0.02135,Low,94.5
20.922,7.1233,18.5908,0.03651,Low,94.5
28.2701,5.8587,18.1423,0.04351,Low,94.5
19.6802,6.1644,14.0719,0.03768,Low,94.5
27.5615,8.7646,19.9398,0.04432,Low,115.50000000000001
29.1239,5.937,11.474,0.01996,Low,94.5
30.238,8.9172,18.2926,0.03476,Low,94.5
20.7169,7.1295,7.4415,0.02461,Low,94.5
27.2441,6.3353,12.5463,0.02568,Low,115.50000000000001
26.8762,6.0409,13.8039,0.02714,Low,115.50000000000001
26.4299,7.7179,11.8701,0.02052,Low,115.50000000000001
24.9565,8.9027,6.8653,0.03743,Low,115.50000000000001
28.3444,6.1001,13.275,0.02609,Low,94.5
27.2253,7.4291,6.8073,0.02503,Low,115.50000000000001
22.1365,8.4875,15.1683,0.0366,Low,94.5
21.5144,5.5039,18.4697,0.01743,Low,94.5
21.0999,8.0935,11.6224,0.02958,Low,94.5
21.1278,8.9091,5.995,0.04045,Low,94.5
22.17,6.9977,8.9592,0.01812,Low,94.5
26.221,7.8073,18.4733,0.01726,Low,115.50000000000001
19.024,6.2902,15.8704,0.02811,Low,94.5
26.6153,6.9692,11.1035,0.0385,Low,115.50000000000001
23.1746,6.0813,15.0582,0.04466,Low,94.5
19.245,7.4037,7.5961,0.02401,Low,94.5
20.6012,8.2005,14.0797,0.03617,Low,94.5
24.7389,8.5079,19.5781,0.03258,Low,115.50000000000001
25.577,6.5383,7.2947,0.03088,Low,115.50000000000001
18.7342,6.1079,19.0192,0.0328,Low,94.5
27.9549,7.0136,5.8335,0.02712,Low,115.50000000000001
24.4922,6.8521,11.7901,0.01988,Low,115.50000000000001
18.8568,8.635,16.0225,0.02153,Low,94.5
19.8241,8.7446,11.0391,0.03135,Low,94.5
26.3723,8.6625,19.6933,0.04019,Low,115.50000000000001
25.6323,8.803,8.101,0.02365,Low,115.50000000000001
20.9646,6.2212,5.4037,0.03372,Low,72.0
26.4932,6.7767,18.7483,0.03623,Low,115.50000000000001
23.2358,7.6497,17.1054,0.03636,Low,94.5
23.9537,8.9913,6.692,0.03283,Low,94.5
29.7084,7.8225,17.5764,0.04324,Low,94.5
29.9965,8.2237,17.9529,0.03158,Low,94.5
23.398,6.4056,14.4244,0.0379,Low,94.5
30.6298,5.7237,5.4286,0.02582,Low,72.0
19.5048,7.9362,7.3717,0.03538,Low,94.5
25.9243,6.6672,19.0758,0.03077,Low,115.50000000000001
29.0306,5.5266,14.7659,0.03807,Low,94.5
29.3322,8.5506,18.5003,0.01967,Low,94.5
25.405,7.6039,17.5159,0.02768,Low,115.50000000000001
21.5259,8.5379,19.7006,0.02882,Low,94.5
27.1915,6.4852,7.5169,0.04121,Low,115.50000000000001
22.7653,6.5635,14.2055,0.02813,Low,94.5
28.8997,8.3432,8.3571,0.02807,Low,94.5
29.8082,8.8086,12.7417,0.03544,Low,94.5
18.3558,5.8293,18.5383,0.02311,Low,94.5
25.6912,7.0715,6.141,0.02403,Low,115.50000000000001
30.8898,6.5417,11.8179,0.04065,Low,94.5
18.2159,6.4328,18.2753,0.02378,Low,94.5
28.9629,6.5202,5.4402,0.01705,Low,72.0
30.9196,5.9144,14.8717,0.02431,Low,94.5
18.4248,7.2818,5.7992,0.01993,Low,94.5
22.9212,6.2089,16.716,0.01518,Low,94.5
26.2216,8.8944,9.7523,0.03697,Low,115.50000000000001
20.8589,7.5729,12.0028,0.02784,Low,94.5
26.3147,6.5934,11.3495,0.03675,Low,115.50000000000001
25.1318,7.7199,10.5205,0.03761,Low,115.50000000000001
21.0001,7.3177,17.3016,0.02657,Low,94.5
19.1942,6.985,17.4346,0.03784,Low,94.5
22.3845,8.6891,10.5466,0.01748,Low,94.5
18.0238,5.7709,18.1956,0.0158,Low,94.5
21.8575,6.0801,9.1008,0.028,Low,94.5
29.3406,8.7066,10.7166,0.01753,Low,94.5
19.8875,7.0504,5.7082,0.01502,Low,94.5
22.2268,8.2089,13.6936,0.04264,Low,94.5
20.5016,6.1924,18.8959,0.03408,Low,94.5
27.6547,7.2955,10.8903,0.01727,Low,115.50000000000001
22.9398,8.6051,13.4195,0.03556,Low,94.5
18.4312,6.0682,11.6847,0.01613,Low,94.5
20.2084,6.3392,5.4773,0.02238,Low,72.0
18.3344,5.7359,14.4719,0.03563,Low,94.5
18.0932,6.7785,9.2691,0.0295,Low,94.5
20.9605,5.936,6.2161,0.02825,Low,94.5
20.83,8.2343,16.3064,0.04342,Low,94.5
26.0343,8.9877,18.2884,0.03538,Low,115.50000000000001
28.1386,8.4874,10.7508,0.01827,Low,94.5
21.7552,7.602,7.0832,0.03075,Low,94.5
29.5281,6.0758,12.4425,0.02549,Low,94.5
22.7495,7.3026,12.8507,0.03352,Low,94.5
20.4883,7.0858,10.7988,0.03509,Low,94.5
25.0792,6.9689,6.3287,0.02241,Low,115.50000000000001
23.4301,8.3232,17.1141,0.04477,Low,94.5
22.6554,8.8591,8.3029,0.01662,Low,94.5
23.0708,7.0368,18.5923,0.03504,Low,94.5
26.9578,7.3905,10.7357,0.03031,Low,115.50000000000001
24.5222,6.4133,16.4616,0.02185,Low,115.50000000000001
18.3599,7.6198,16.1385,0.03048,Low,94.5
21.3659,8.3509,14.5441,0.02487,Low,94.5
24.0875,8.9812,19.549,0.04006,Low,115.50000000000001
25.9704,7.3448,7.0233,0.04039,Low,115.50000000000001
28.7675,6.4067,5.5746,0.02088,Low,94.5
23.1869,5.8257,11.111,0.02996,Low,94.5
27.9707,7.7137,14.3319,0.0263,Low,115.50000000000001
30.2291,8.5133,13.0059,0.03139,Low,94.5
27.0571,6.5305,11.8289,0.03311,Low,115.50000000000001
18.6451,8.2724,12.3361,0.01794,Low,94.5
28.0409,6.3672,6.0205,0.02936,Low,94.5
26.0129,7.3306,18.5244,0.04306,Low,115.50000000000001
22.6448,6.8816,5.0689,0.03954,Low,72.0
19.3125,6.3316,18.7288,0.0189,Low,94.5
23.2219,6.3593,19.3297,0.03487,Low,94.5
22.7541,8.891,8.3684,0.02819,Low,94.5
23.6044,7.8235,14.703,0.01937,Low,94.5
18.5767,6.2371,6.7962,0.02751,Low,94.5
29.4633,7.8644,19.9747,0.03356,Low,94.5
23.5421,7.3537,6.5439,0.03663,Low,94.5
21.3434,8.853,18.1929,0.03054,Low,94.5
26.6117,7.8347,7.9321,0.03858,Low,115.50000000000001
29.8279,5.931,15.0999,0.02154,Low,94.5
19.7865,8.0172,6.2195,0.01616,Low,94.5
29.7306,7.2122,6.2781,0.0227,Low,94.5
29.958,8.9473,10.2499,0.03157,Low,94.5
20.5818,8.2923,15.4214,0.0365,Low,94.5
18.5226,8.8099,9.9662,0.01681,Low,94.5
27.3769,7.0702,11.8952,0.02732,Low,115.50000000000001
22.8875,7.1935,16.7346,0.02319,Low,94.5
20.5617,7.1016,17.4401,0.03368,Low,94.5
24.6481,6.2047,7.8301,0.02472,Low,115.50000000000001
28.8678,5.601,19.5355,0.03756,Low,94.5
24.1819,6.0104,13.1196,0.03863,Low,115.50000000000001
25.1684,6.3314,9.127,0.03744,Low,115.50000000000001
22.3795,8.7448,6.0542,0.03589,Low,94.5
20.2218,7.5897,7.3912,0.02363,Low,94.5
28.5707,8.5627,15.2911,0.03955,Low,94.5
21.6151,6.3933,13.7649,0.02023,Low,94.5
19.65,7.1987,16.6745,0.01575,Low,94.5
28.1541,8.3545,7.2318,0.03291,Low,94.5
19.2,8.3603,7.1846,0.01981,Low,94.5
18.5612,8.8433,12.9949,0.02228,Low,94.5
30.2558,8.9496,7.8338,0.02741,Low,94.5
30.1708,7.4853,14.549,0.03891,Low,94.5
29.7577,8.8499,19.5817,0.02292,Low,94.5
24.8557,6.9965,9.6138,0.02943,Low,115.50000000000001
23.7481,6.0372,9.1991,0.04498,Low,94.5
26.4085,8.6168,13.3077,0.04187,Low,115.50000000000001
26.7028,7.6464,19.9255,0.03188,Low,115.50000000000001
30.6348,7.9793,8.326,0.02084,Low,94.5
30.0515,8.7765,9.4306,0.0297,Low,94.5
24.4405,5.5112,8.1056,0.0197,Low,115.50000000000001
27.2743,5.6674,12.9998,0.04153,Low,115.50000000000001
30.3172,6.6706,7.8128,0.01706,Low,94.5
28.0585,8.2687,5.9019,0.03167,Low,94.5
21.4182,8.0731,16.4414,0.03797,Low,94.5
22.0538,8.9092,17.9159,0.02547,Low,94.5
22.327,7.3479,14.2277,0.02478,Low,94.5
27.7934,6.1285,17.4405,0.01897,Low,115.50000000000001
21.5537,7.2326,9.0106,0.02942,Low,94.5
30.3112,5.5086,7.6565,0.02864,Low,94.5
23.3389,6.9087,12.9315,0.02829,Low,94.5
19.634,7.0542,17.1006,0.03235,Low,94.5
25.3904,8.0664,14.9663,0.02778,Low,115.50000000000001
28.4696,6.0252,17.0739,0.0214,Low,94.5
18.3426,8.3166,15.1816,0.03323,Low,94.5
24.3725,6.3955,19.1714,0.03477,Low,115.50000000000001
20.3569,8.2875,7.3838,0.02945,Low,94.5
30.0553,6.9153,7.4045,0.03328,Low,94.5
22.2147,5.505,8.5918,0.0238,Low,94.5
22.108,7.0644,7.5235,0.04056,Low,94.5
24.5636,6.2314,8.3611,0.02797,Low,115.50000000000001
26.551,7.9185,11.456,0.02794,Low,115.50000000000001
28.1042,6.0588,8.2018,0.03805,Low,94.5
30.7813,6.5201,12.3211,0.03832,Low,94.5
22.686,6.5168,5.5535,0.04044,Low,94.5
30.3983,6.3623,5.5607,0.0183,Low,94.5
29.1881,7.2047,10.186,0.02843,Low,94.5
22.0838,5.9646,8.1961,0.01814,Low,94.5
26.6823,8.2358,5.0622,0.0369,Low,88.00000000000001
23.1479,8.0906,16.8238,0.04352,Low,94.5
19.2634,6.7923,12.2428,0.03365,Low,94.5
18.2332,7.2682,19.6287,0.01772,Low,94.5
22.5747,6.5615,19.5615,0.02455,Low,94.5
24.073,8.3455,16.3581,0.03021,Low,115.50000000000001
24.0869,6.2091,8.9281,0.02916,Low,115.50000000000001
23.8866,8.3333,9.67,0.03059,Low,94.5
28.0648,7.3029,6.4159,0.02106,Low,94.5
18.9335,8.1491,15.955,0.04374,Low,94.5
18.6369,8.7465,9.572,0.01563,Low,94.5
18.7275,6.5295,10.8619,0.03778,Low,94.5
29.475,7.7238,19.1171,0.04334,Low,94.5
23.0965,8.5173,15.4183,0.02059,Low,94.5
30.253,6.4155,12.3387,0.04384,Low,94.5
27.9235,6.9705,19.2423,0.02639,Low,115.50000000000001
21.2468,5.8383,10.4632,0.02599,Low,94.5
27.7065,7.5359,17.1926,0.02301,Low,115.50000000000001
18.2334,7.3333,14.0688,0.03626,Low,94.5
26.4653,6.6146,9.338,0.04054,Low,115.50000000000001
20.4246,6.7492,17.2392,0.03844,Low,94.5
28.7418,7.9937,12.9602,0.04434,Low,94.5
29.4214,6.6376,10.9356,0.03841,Low,94.5
21.9257,6.9327,12.3039,0.03215,Low,94.5
21.2591,6.1326,11.058,0.02111,Low,94.5
28.1945,6.6748,12.2335,0.04007,Low,94.5
22.2886,6.2153,7.2896,0.02723,Low,94.5
19.3889,8.3398,17.6925,0.03571,Low,94.5
21.0115,6.1986,11.7661,0.02315,Low,94.5
19.115,5.6216,7.6311,0.03812,Low,94.5
28.3801,7.6576,8.9793,0.04343,Low,94.5
25.4157,8.5285,12.9722,0.03861,Low,115.50000000000001
29.1538,7.1877,10.6603,0.03305,Low,94.5
19.9326,8.5978,19.8287,0.01686,Low,94.5
19.4849,6.8761,11.5629,0.02708,Low,94.5
23.6012,7.9768,13.2437,0.0196,Low,94.5
27.019,5.9632,17.456,0.03555,Low,115.50000000000001
29.1654,8.8432,11.6424,0.02297,Low,94.5
25.0021,7.81,7.213,0.03669,Low,115.50000000000001
23.5171,8.2493,6.6553,0.0388,Low,94.5
23.1599,8.1782,10.3892,0.03685,Low,94.5
29.5654,5.9768,11.9567,0.01989,Low,94.5
19.9772,7.4959,10.4943,0.02628,Low,94.5
19.6809,8.5793,18.5584,0.0289,Low,94.5
24.1205,8.7484,17.2031,0.03027,Low,115.50000000000001
18.849,7.2828,17.3967,0.0371,Low,94.5
18.0544,5.6875,16.3334,0.02761,Low,94.5
24.9147,6.094,9.7697,0.01505,Low,115.50000000000001
23.4625,8.4197,13.6125,0.0415,Low,94.5
24.0201,8.486,12.5808,0.04424,Low,115.50000000000001
20.2768,6.0768,19.4376,0.03061,Low,94.5
22.7467,8.7942,18.9907,0.02917,Low,94.5
21.3021,7.2032,19.3551,0.03344,Low,94.5
28.735,5.7719,13.7894,0.03247,Low,94.5
24.5875,8.664,12.2591,0.02883,Low,115.50000000000001
21.1481,6.6817,13.2026,0.02904,Low,94.5
23.8094,7.038,19.5639,0.03714,Low,94.5
23.1428,5.8367,7.3231,0.04349,Low,94.5
19.058,6.9338,14.7679,0.04083,Low,94.5
22.658,8.4288,9.506,0.0235,Low,94.5
25.2461,5.9625,19.8887,0.04301,Low,115.50000000000001
30.4153,8.6845,13.2711,0.03938,Low,94.5
22.5639,8.6436,10.4774,0.0254,Low,94.5
25.7121,6.5142,14.6351,0.01694,Low,115.50000000000001
30.7474,6.0938,5.8096,0.0421,Low,94.5
26.9517,7.6692,17.5727,0.01585,Low,115.50000000000001
25.8443,5.5565,18.2453,0.04252,Low,115.50000000000001
24.1189,7.1612,6.5145,0.04111,Low,115.50000000000001
21.1063,7.0,12.5632,0.04338,Low,94.5
28.0327,5.5105,9.3978,0.02107,Low,94.5
29.8094,6.064,11.9249,0.01745,Low,94.5
23.4601,8.0447,18.0192,0.02338,Low,94.5
18.7196,7.6817,18.0781,0.03225,Low,94.5
26.2965,5.8135,13.6468,0.03458,Low,115.50000000000001
22.2127,7.4497,15.8274,0.01882,Low,94.5
22.334,8.1224,17.7514,0.01705,Low,94.5
19.0601,6.5673,18.1283,0.04258,Low,94.5
27.9073,6.6989,13.8729,0.04326,Low,115.50000000000001
22.4246,6.7399,14.9565,0.03512,Low,94.5
27.6884,5.5605,19.7008,0.02105,Low,115.50000000000001
27.2858,5.8468,12.1451,0.02888,Low,115.50000000000001
25.3827,6.1906,16.7904,0.02873,Low,115.50000000000001
20.3566,8.057,15.7102,0.01912,Low,94.5
28.4353,6.9209,13.896,0.03025,Low,94.5
19.1298,6.1397,10.1012,0.03448,Low,94.5
24.7445,7.8834,13.1351,0.0326,Low,115.50000000000001
28.7194,8.2186,6.3048,0.04163,Low,94.5
20.7885,8.3818,17.6903,0.03521,Low,94.5
29.479,8.114,10.465,0.0432,Low,94.5
27.0897,6.6311,6.6096,0.04151,Low,115.50000000000001
18.7727,8.0366,18.4272,0.03169,Low,94.5
27.2248,7.676,17.7934,0.02956,Low,115.50000000000001
26.4969,7.5679,5.0831,0.03254,Low,88.00000000000001
24.7676,6.065,10.1114,0.02816,Low,115.50000000000001
27.0501,5.9065,12.3632,0.02959,Low,115.50000000000001
22.6759,8.7219,9.9795,0.01574,Low,94.5
26.7466,8.6271,14.9548,0.02878,Low,115.50000000000001
23.4089,7.0499,7.4381,0.03157,Low,94.5
25.4593,7.1585,10.2304,0.01703,Low,115.50000000000001
24.0077,8.4618,13.8562,0.01963,Low,115.50000000000001
28.2265,6.7474,19.7818,0.02751,Low,94.5
26.7677,8.2007,12.0185,0.02696,Low,115.50000000000001
30.5099,7.1549,5.1161,0.01508,Low,72.0
21.2285,6.6808,13.9523,0.01726,Low,94.5
18.9548,8.8297,15.4945,0.03212,Low,94.5
23.0302,8.39,14.9796,0.01858,Low,94.5
26.0718,8.9119,8.0195,0.02836,Low,115.50000000000001
24.0987,8.0198,15.3014,0.02376,Low,115.50000000000001
30.0871,8.9615,17.6229,0.02136,Low,94.5
30.6977,7.6277,8.2781,0.04069,Low,94.5
20.9267,8.6378,18.0958,0.01874,Low,94.5
24.2998,7.9582,6.1258,0.03746,Low,115.50000000000001
26.3349,6.1403,17.3645,0.02754,Low,115.50000000000001
28.7428,5.6301,18.7599,0.02174,Low,94.5
22.1235,6.4612,13.6361,0.03973,Low,94.5
23.5924,6.3072,7.2613,0.01896,Low,94.5
26.0444,7.2442,19.5038,0.02501,Low,115.50000000000001
26.3928,6.4844,18.7679,0.03892,Low,115.50000000000001
20.1528,6.7815,15.6449,0.02182,Low,94.5
28.583,8.4333,14.2436,0.03837,Low,94.5
26.3548,6.8564,19.1956,0.02997,Low,115.50000000000001
28.4582,6.608,18.9982,0.02561,Low,94.5
28.4137,8.3118,14.0558,0.01549,Low,94.5
20.1093,7.7702,10.4143,0.03859,Low,94.5
28.5988,8.2159,5.6056,0.04024,Low,94.5
24.324,6.8829,5.2187,0.04203,Low,88.00000000000001
18.1023,8.1366,7.1677,0.03365,Low,94.5
20.0286,7.5885,17.0222,0.02947,Low,94.5
20.633,6.7993,9.0345,0.0383,Low,94.5
26.2402,5.6521,13.6061,0.04032,Low,115.50000000000001
25.5316,8.655,18.4236,0.0283,Low,115.50000000000001
21.0589,8.5419,8.8261,0.02831,Low,94.5
24.7179,8.4813,18.1322,0.02886,Low,115.50000000000001
27.4403,5.5536,5.5676,0.01774,Low,115.50000000000001
30.9066,8.3627,11.8631,0.02183,Low,94.5
22.6761,8.2801,16.7609,0.01752,Low,94.5
20.3565,7.8304,15.2657,0.0441,Low,94.5
19.8621,6.9808,5.2622,0.01823,Low,72.0
30.4878,6.359,14.1186,0.02416,Low,94.5
30.5342,7.1142,15.6424,0.0187,Low,94.5
21.0186,6.0294,14.7306,0.03129,Low,94.5
19.1197,7.2172,8.3043,0.02497,Low,94.5
28.6226,8.3597,9.1357,0.04333,Low,94.5
30.1073,7.9695,11.6608,0.02907,Low,94.5
22.5315,7.7414,17.5968,0.03529,Low,94.5
19.8868,8.1335,7.8079,0.03735,Low,94.5
20.4654,8.1323,14.4364,0.02528,Low,94.5
30.0894,8.5926,13.162,0.0166,Low,94.5
27.0384,7.0052,10.6345,0.02116,Low,115.50000000000001
20.0814,6.8116,18.7268,0.04361,Low,94.5
23.9666,8.2113,13.736,0.0185,Low,94.5
26.6495,6.6563,12.3101,0.02402,Low,115.50000000000001
19.6862,5.8533,5.0445,0.02086,Low,72.0
23.1609,5.5309,15.9195,0.03271,Low,94.5
24.3801,5.9407,8.5943,0.03081,Low,115.50000000000001
29.4018,7.6161,13.0463,0.03331,Low,94.5
22.5104,5.615,9.1344,0.02719,Low,94.5
19.4155,5.5818,9.2222,0.03423,Low,94.5
30.2713,6.9798,8.5144,0.02334,Low,94.5
18.5953,8.5008,15.8972,0.02357,Low,94.5
18.7437,7.6177,15.7041,0.02875,Low,94.5
28.8186,6.7566,19.0839,0.0169,Low,94.5
22.816,7.8806,7.8107,0.03338,Low,94.5
27.8754,6.7612,19.5855,0.02923,Low,115.50000000000001
27.1455,6.4565,6.2443,0.04094,Low,115.50000000000001
23.4034,6.5747,12.7325,0.0205,Low,94.5
25.0985,5.6626,12.2526,0.02703,Low,115.50000000000001
29.5514,7.6089,6.6402,0.04439,Low,94.5
23.8456,5.7129,19.6793,0.01809,Low,94.5
21.4796,6.7922,19.0066,0.03552,Low,94.5
30.155,6.222,14.2655,0.04444,Low,94.5
27.5617,6.9391,7.346,0.02291,Low,115.50000000000001
30.4867,7.6339,12.9653,0.04121,Low,94.5
27.6394,6.7061,14.1003,0.01542,Low,115.50000000000001
30.3748,7.3045,8.8688,0.03195,Low,94.5
22.9726,6.1443,19.4299,0.04397,Low,94.5
24.7781,8.8859,12.5713,0.03671,Low,115.50000000000001
26.4813,7.9246,8.8612,0.01953,Low,115.50000000000001
26.4814,7.1698,10.9303,0.01776,Low,115.50000000000001
28.2291,6.5824,7.3081,0.03386,Low,94.5
23.8626,7.7427,17.3848,0.01985,Low,94.5
26.8033,8.4722,15.8059,0.03774,Low,115.50000000000001
27.3944,5.8871,12.7656,0.0241,Low,115.50000000000001
20.4819,8.0212,10.1511,0.0443,Low,94.5
25.704,7.1107,13.6613,0.03835,Low,115.50000000000001
27.7673,8.5598,18.2455,0.01749,Low,115.50000000000001
20.2044,8.5372,12.1783,0.04252,Low,94.5
30.3919,6.0956,18.8144,0.03421,Low,94.5
30.0966,6.6002,7.5737,0.01723,Low,94.5
28.3499,8.7692,9.5357,0.0347,Low,94.5
30.9677,5.6166,6.8987,0.01545,Low,94.5
30.2366,6.6892,15.1562,0.0337,Low,94.5
25.5331,8.3086,13.9242,0.02319,Low,115.50000000000001
27.8821,8.0323,11.9098,0.02214,Low,115.50000000000001
28.4072,6.7047,17.4894,0.04283,Low,94.5
27.5785,6.8899,8.779,0.03958,Low,115.50000000000001
22.9558,8.7422,9.3074,0.03707,Low,94.5
26.6034,5.5845,16.2484,0.01793,Low,115.50000000000001
25.8803,6.6536,5.7235,0.02246,Low,115.50000000000001
18.2805,6.5082,8.8318,0.0322,Low,94.5
22.2022,6.9991,17.5368,0.02114,Low,94.5
26.4417,8.8542,8.3866,0.03557,Low,115.50000000000001
26.2674,8.8936,11.3893,0.03361,Low,115.50000000000001
27.2355,5.9521,13.4837,0.03593,Low,115.50000000000001
27.9985,7.8619,8.8425,0.02674,Low,115.50000000000001
27.2288,7.445,10.1923,0.02666,Low,115.50000000000001
28.52,8.8552,13.2659,0.04424,Low,94.5
23.748,7.5962,9.9683,0.03684,Low,94.5
22.8964,8.3471,15.5429,0.02232,Low,94.5
18.7575,5.802,12.5276,0.01743,Low,94.5
21.2605,6.9238,15.9054,0.02942,Low,94.5
20.7042,7.8939,8.093,0.01887,Low,94.5
28.0402,6.0836,15.9438,0.02395,Low,94.5
19.7294,7.1082,10.0136,0.03039,Low,94.5
24.0647,7.6989,7.2389,0.02842,Low,115.50000000000001
23.5285,7.1476,5.1397,0.02739,Low,72.0
23.2337,8.6951,13.4694,0.02848,Low,94.5
28.5245,7.5529,11.7942,0.01599,Low,94.5
30.9115,7.8743,7.5208,0.02934,Low,94.5
24.836,7.1314,10.443,0.04336,Low,115.50000000000001
30.8544,5.8637,9.8749,0.0315,Low,94.5
19.0303,8.3884,6.6068,0.03685,Low,94.5
19.5941,6.1377,14.4925,0.04364,Low,94.5
19.7973,7.9486,13.5428,0.02099,Low,94.5
28.815,8.5006,13.282,0.03975,Low,94.5
21.9479,7.247,18.3504,0.02375,Low,94.5
18.9843,8.9582,11.5905,0.03325,Low,94.5
27.3346,6.5094,8.6979,0.03298,Low,115.50000000000001
20.102,8.2566,9.3846,0.02945,Low,94.5
23.4312,8.9416,9.0702,0.02885,Low,94.5
20.4189,8.8455,13.7032,0.03231,Low,94.5
27.4766,8.8889,13.9991,0.0305,Low,115.50000000000001
27.4187,5.7532,9.0476,0.02991,Low,115.50000000000001
22.2438,7.169,6.4829,0.01612,Low,94.5
24.2454,8.6763,17.2163,0.01801,Low,115.50000000000001
25.2858,7.2581,15.3824,0.01627,Low,115.50000000000001
25.1663,6.7389,14.9191,0.04474,Low,115.50000000000001
28.8256,6.121,13.6371,0.02818,Low,94.5
26.6656,8.0005,13.0608,0.01906,Low,115.50000000000001
21.3887,7.0851,6.8904,0.02218,Low,94.5
19.0516,5.8018,10.1153,0.03134,Low,94.5
18.8585,8.5189,12.9687,0.0267,Low,94.5
28.8682,8.9762,7.7114,0.0222,Low,94.5
18.8077,5.5483,12.174,0.04359,Low,94.5
19.5862,8.3336,18.059,0.0444,Low,94.5
27.1059,6.896,11.387,0.02284,Low,115.50000000000001
22.8734,8.6936,19.8745,0.0402,Low,94.5
18.7614,6.5482,19.5826,0.04004,Low,94.5
20.717,6.4273,19.5786,0.0401,Low,94.5
19.9005,8.5085,8.0362,0.03508,Low,94.5
25.8571,6.955,5.7892,0.03682,Low,115.50000000000001
18.3768,8.7941,15.1118,0.04312,Low,94.5
23.6238,8.0706,12.5935,0.04117,Low,94.5
29.102,6.4289,8.4918,0.04319,Low,94.5
20.5633,8.1336,14.5703,0.03199,Low,94.5
24.9487,6.4907,9.7503,0.02808,Low,115.50000000000001
18.6405,6.1984,14.9658,0.03168,Low,94.5
20.0994,6.2762,17.002,0.02238,Low,94.5
18.3929,8.8793,5.8388,0.02371,Low,94.5
30.7317,7.2143,12.498,0.03785,Low,94.5
26.0432,5.6585,14.2861,0.03006,Low,115.50000000000001
18.745,6.1101,5.2779,0.03307,Low,72.0
20.6931,6.7776,7.4094,0.02905,Low,94.5
23.1317,7.1334,17.8992,0.02817,Low,94.5
18.7131,7.001,10.7748,0.03087,Low,94.5
25.6558,6.8964,19.6928,0.03445,Low,115.50000000000001
26.3908,8.7435,15.6382,0.04146,Low,115.50000000000001
21.2183,8.1032,14.5331,0.03983,Low,94.5
22.3917,6.3094,9.5801,0.02677,Low,94.5
27.4953,5.6546,18.8392,0.03251,Low,115.50000000000001
21.7443,6.8296,18.1201,0.02258,Low,94.5
29.4751,6.3924,11.6897,0.02961,Low,94.5
18.1442,5.5786,12.825,0.0266,Low,94.5
23.1353,5.7375,12.3851,0.02298,Low,94.5
26.7868,5.8622,7.8967,0.0248,Low,115.50000000000001
22.096,7.7127,9.8278,0.03385,Low,94.5
21.7961,8.9594,11.9025,0.02164,Low,94.5
21.9564,8.4967,13.4504,0.02108,Low,94.5
29.8306,6.9785,18.5748,0.019,Low,94.5
23.5515,8.5844,9.4559,0.04235,Low,94.5
22.9021,8.684,13.2024,0.03215,Low,94.5
29.7357,6.2253,8.1257,0.01948,Low,94.5
24.9445,6.6546,15.36,0.02256,Low,115.50000000000001
23.7763,7.9286,18.5739,0.01843,Low,94.5
29.0127,8.6131,13.4431,0.01773,Low,94.5
24.9352,7.7937,11.1428,0.0182,Low,115.50000000000001
27.8582,6.9216,18.5638,0.02306,Low,115.50000000000001
18.8051,8.7731,5.5048,0.03756,Low,94.5
21.5998,7.3085,16.4932,0.04001,Low,94.5
27.7326,8.4186,18.722,0.0263,Low,115.50000000000001
21.0778,5.579,14.1211,0.03322,Low,94.5
